10thPercentage
81.20%
96.4
85.40%
85.8
80
94.4
80
67.71
68.8
78.6
87
84%
90.8
93
75.44
89
92.2
79.9
75
78
74
92%
86
86
77
82.8
84.2
81.4
90.8
82.2
92.2
90.6
95.8
90
75
89.8
88.4
85%
87.4
92
79.6
86.20
76
88.20%
75.8
89
78
69
84
88.8
92%
84%
94
94.2
93.33
94
91.8
90.8
100
83.6
95
Yes
65
63.2
87.4
84%
68
97
81.4
89.6
89
89%
93.6
81.60%
70
76
64.40%
72.4
87
93%
70%
97.60%
72.2
82%
81.14
65
97.8
75.6
90.4
74
70%
72%
87.40%
86
70
77.6
84.8
85
83
79
81
84.80%
89.4
72.80%
89
63%
93
72%
93
81.6
71.2
88.6
65.64
76
62
86.86%
80
92.6
86
82.60%
87
85.43
75
92
75.64
95.4
86.4
89.4
82.2
75
65.29
80
93.4
97.8
83.00%
91
77
91
91.8
84
75%
80.6
91%
96.4
83.2
91.8
91
83%
78
85.2
74.2
95.5
95
88.2
83
89.6
60
82.40%
90.66
82.60%
90.4
67.66
81
95%
70%
94
76%
89
89
88
91
72.80%
89%
87
83.6
75
73.2
89.8
86.66
83
77
75
88.6
87%
94.50%
90.8
60.80%
77.6
60
88.67%
84.8
94
78
69.6
82.5
89%
70
80.93
65
74
90%
91.6
92
85.8
87%
87
90
84.6
92.2
68.8
98.8
86%
85.4
94.2
66.6
80.6
89.40%
76.4
75%
87
76.8
79.8
89.2
74.25
82
83.5
82.8
92
83.6
72
78
80
88.60%
75
92
87.5
92
79.20%
75
69.8
92.50%
81%
75.6
96
90.65
86.66
84
85
93.40%
84
73
90.4
86.8
88.40%
93.6
91%
89
83.8
88.20%
83.40%
89.20%
82.65%
75.2
77.6
94.4
89.2
77.66
83
88.80%
80
84.2
82
88.8
95.20%
90.2
86.2
93
82
89
86%
94.6
91.6
88
83.2
68
94.8
76
80.2
90.6
73
65
79.8
83.8
93
73.20%
95.8
97.2
81.4
93
93%
79
86
94%
95%
85
99%
91%
91.8
86.2
85.8
96.20%
90%
71.4
85.4
93
81
53
90.45%
88
92
82
89%
89
88.2
90 20%
84
74.4
84.2
94.4
66.7
85.8
95
91.2
88
96
93.6
88.89
91
71
93.83
85
67
89
87.2
78.4
92.8
86
93.2
97.00%
84
89
92
95
90.5
89.6
85.8
94
90.4
78
87.2
72.4
79.4
88.9
94.4
89
90.8
85.2
80
93.8
88.88
97
88
89
87
96
99.8
94.30%
92.6
84.6
97
77.6
93.40%
95
88.96
89
91.40%
94
95
89.2
92.4
85.8
94.8
85.4
87
85.2
93
94.8
92.2
89.8
96
78
85
90.4
85%
81.8
88.6
97.20%
93.50%
94.2
77
75%
75.8
85%
91
61.5
92.20%
94
93%
73
85.6
91.4
98
87
91.40%
69
81
76.2
95
75
90%
92.8
80.2
95.4
93.6
88.89
87
93
87%
81
88.8
89.6
89.6
83.6
70
83.64
85%
93.4
83.2
84.2
87.67
95
98.96
91.20%
72.80%
86.33%
93
90
68.5
93
93.6
96.2
76
93%
92
80
89.6
98.2
90.2
90
92
96.8
93
75
90.60%
86.5
92.6
75
83.80%
75
91
85%
89.6
88%
89%
92.4
89
89
92
83.6
90.4
84.8
91
83.8
74
82.2
88.6
75.8
58
91.40%
94
90
93.26
86.2
70
82.6
73.8
92
83%
87.6
86.2
83%
91.2
63
63
85
80
55.40%
89
92.8
92.8
90%
86.57
83.48
85%
74.6
84.6
70
77
95.6
88.8
78
66
63
97.6
85%
88
98
93.2
80.6
93.5
71.6
90.4
75
77
90
93.8
78%
92%
87%
89
83.2
78%
94%
85.2
70
92
90.5
87%
76
83.6
74.6
90.4
83%
88
91
80
71
71.8
95
91.80%
66.6
72
90%
71.2
73
90.8
88.8
88.6
87.4
88.88
93
93.6
62%
92
90
84
84
84.4
85.5
93
81.6
98
97.8
89%
91.47
86.8
88.8
84
94
88.44
57.8
83
53.6
90.06
73.67
80%
88.00%
75
89.4
91.6
93.4
91%
71.20%
72.8
88.4
47.8
97
81.6
96.4
79
78
87%
87.4
87.4
94.6
87
88
89%
75.76
74%
63%
85
81
90.6
85
83.6
85.6
94.6
80
83.4
84
84
92.8
89%
77.6
87.2
80.4
93.8
96.40%
93
78%
84.6
62.6
78.8
91
88
82.60%
79.8
75
88.40%
93
80.8
60
75.4
93.4
66.67
78
80
64
97.80%
86%
75%
100
86.6
67.8
89.8
74.2
83.6
80
86.6
64.39
67.11%
87
93.4
84.6
90.8
75
87.8
82
60
78%
87.2
80
89.77
75
93.20%
72%
69.4
86%
92.4
97.60%
92.6
81.6
85%
84
72
72
87
81
92.4
87.36
77
89%
65
88%
67%
86%
87
90
92.6
80.2
90.8
88
81.4
67.54
90.66
86
77.21
85.4
83.4
65
85%
90.80%
85%
89%
85
64.5
80.4
71
69
89.2
94.4
79.8
75
67
84
80%
88.6
90.4
92.4
89
87.7
77.80%
73.3
81%
83
84
64.89
75
76.2
71%
80.8
80.6
88.8
84.4
84
85
74.8
87.2
83.2
83.2
75
96
80.6
89.2
87.6
70%
96
89
93.6
85
89
92.4
78.60%
86.4
89.8
74.80%
58
93.5
89.86
80.2
88
86.6
79.8
75.78
68%
89.5
95.2
90%
80.4
61.6
80
86.8
90
73.2
95.4
91
68
92
81
71
94.6
85
86
85
79
72
79.60%
77.2
92
84.20%
84.4
96
81.6
80
70
81.11
89.40%
77.6
76
89
75.4
78.8
83.40%
69
83.43
91%
66.4
92
91.2
90
87
70.4
90.2
78.66
81
71.4
87.2
86.4
68
86.2
78.4
75.6
97%
81
85%
82.20%
83
95.80%
82.16%
86.4
91.4
93%
95
72.83
84.2
96.4
91.67
86%
86.7
80
88
95.2
95.4
84
88.88
92.8
90.8
92
90.4
96
91.8
91.20%
90
96%
94.8
81.4
81.8
78%
86.4
94.6
86
87.4
87
69.39
86
89.6
93
87
93.4
85
83.2
100%
79.6
89.6
93
83
92
90.6
87
76.5
95%
91
76%
84
85
80 70
95.60%
82.8
99
96.4
82.69
85%
94.89
98.4
90%
89.8
76
82:40:00
94.2
75
90
84
78%
84.40%
67.2
88
93
93.6
84.2
96.7
93
82%
92.6
89.8
93.4
90
89.4
92.63
91%
70%
88
86
75%
95.00%
92
92
85.4
75
91.8
66.35
96
87.80%
95.33
89
87
89
88
93.20%
97.4
76
78.50%
79.50%
82
88.7
80
92
94
85
83%
97
86.8
85.5
96.2
91
83
84
78
89.8
86.8
86.6
92.6
87.4
94.4
91.6
96.8
81.8
91
57.2
96
91
92
92.4
84.6
88
88.8
89
92.4
95.6
92.4
87
88.4
85
87.8
89.2
82
59%
71
90
89
82%
93%
81
73.66
36%
92
81
72
82
87
80
95%
90%
94%
93.8
84%
74.6
66
81%
80.2
94
